Poster,Date,Tweet,No of Likes,No of Retweets,No of Replies,No of Views
politico,"January 08, 2024 10:08 PM",Protesters calling for a ceasefire in the Israel-Hamas conflict interrupted President Biden’s campaign speech at a historic South Carolina church.  Chants of “cease-fire now” were eventually drowned out by “four more years” at the campaign event.,198,115,87,183552
politico,"July 19, 2024 12:42 PM","These trauma surgeons thought they’d seen the worst of the worst. But nothing they’d experienced prepared them for the horrors they found in Gaza, as civilians and children suffer under Israel’s bombing campaign.  Two weeks inside a Gaza hospital",10932,7638,188,3877880
politico,"October 21, 2023 04:13 PM",Ramaswamy: Israel should provide post-Gaza invasion plan to assure further U.S. aid,418,95,107,165177
politico,"February 01, 2024 01:51 PM",Biden expected to issue executive order targeting Israeli settlers in West Bank,243,134,76,123729
politico,"November 22, 2023 09:14 PM","The alleged offer is the latest blowback against Rep. Rashida Tlaib, the only Palestinian American in Congress, for her criticism of the Israeli government since its war with Hamas began.",442,109,31,112517
politico,"November 01, 2023 08:10 PM",Biden administration thinks Netanyahu may not last politically,397,213,88,175742
politico,"December 14, 2023 10:02 AM",Kamala Harris pushes W.H. to be more sympathetic toward Palestinians,379,289,187,998708
politico,"October 09, 2023 07:45 PM","Lawrence Summers, Ted Cruz criticize Harvard for student statement blaming Israel",406,78,87,113617
politico,"October 08, 2023 02:04 AM",Centrist GOP effort to reinstate McCarthy picks up steam after Israel attacks,197,83,66,201403
politico,"February 18, 2024 04:39 PM",Lindsey Graham: Time to designate Russia a state sponsor of terrorism,938,267,469,135276
joncoopertweets,"May 15, 2024 01:32 PM","GREAT NEWS! With the assistance of Croatia, the Ukrainian government has completed the process of confiscating the $220 million yacht of Putins crony, Medvedcuk. It will be auctioned off to raise money for weapons for Ukraine.  The U.S. needs to do the same!   h/t @JayinKyiv",13680,3435,201,146744
joncoopertweets,"December 05, 2023 04:07 PM","Yesterday, two Ukrainian soldiers ran out of ammunition and surrendered. Instead of taking them as POWs, Russian troops EXECUTED them in cold blood.  If House Republicans fail to approve more military aid to Ukraine, murders like that will be repeated thousands of times over.",2410,1292,127,92961
joncoopertweets,"March 13, 2024 01:10 PM","Below is a current list of House members who’ve signed the discharge petition to force a vote on the Senates bipartisan Ukraine-Israel-Taiwan aid bill. 218 signatures are needed.   If your rep isn’t listed, call 202-224-3121 TODAY and urge them to sign!",2020,1203,90,81748
joncoopertweets,"February 03, 2024 09:18 PM",Military aid to Israel and Ukraine should be coupled together. Putin apologist Mike Johnson can go screw himself.,1447,234,50,52193
joncoopertweets,"March 02, 2024 01:56 PM",Putin sacrificed Russia to save himself.  Netanyahu sacrificed Israel to save himself.  Trump is happily sacrificing America to save himself.,19247,5526,909,459018
joncoopertweets,"February 16, 2024 01:06 PM","Putin killed Navalny. Trump and Johnson are doing Putin’s bidding to deny military aid to Ukraine. Not a coincidence.   Wake up, you fucking GOP cowards — the blood of an allied nation will be on your hands if you fail to act.   #UKRAINE AID NOW!!!",6527,2220,648,95812
joncoopertweets,"May 07, 2024 07:09 PM","I totally agree with you. It’s such a shame — and moreover, I think it’s a disservice to justice in the broadest sense.",505,32,41,21107
joncoopertweets,"February 13, 2024 04:19 PM","It’s a fact: @SpeakerJohnson and the House Republican caucus are protecting fentanyl smugglers, child sex traffickers and terrorists.   If they think that will be a winning election message, they’re going to have a very rude awakening when the GOP gets decimated in November.",782,285,36,26292
joncoopertweets,"March 22, 2024 05:21 PM","Here’s a list of House members who’ve signed the discharge petition to force a vote on the Senates bipartisan Ukraine-Israel-Taiwan aid bill. 191 signatures now — 218 are needed.   If your rep isn’t listed, call 202-224-3121 TODAY and urge them to sign!",1001,579,40,39817
joncoopertweets,"May 29, 2024 01:35 PM",".@PolitiFact: ""Joe Biden is correct that violent crime is near a 50-year low. Despite a spike in murder in 2020 amidst the emergence of  COVID, even homicides have declined.""   ’    ?",491,217,34,24146
joncoopertweets,"September 07, 2024 05:21 PM","Tragedy struck Winder, GA last week. Four people were killed and nine were injured when a 14-year-old shooter opened fire. Today, back-to-school season means living under the threat of gun violence.  SIGN HERE to demand that Congress ban assault weapons!",352,129,18,28031
joncoopertweets,"May 27, 2024 06:46 PM","Trump — the same guy who wants to pardon J6 insurrectionists — says he’ll deport pro-Palestinian students if he’s elected. “One thing I do is, any student that protests, I throw them out of the country. As soon as they hear that, they’re going to behave.”",666,419,177,48273
joncoopertweets,"May 30, 2024 09:37 PM","Katie, thank you for all your amazing reporting over the past several weeks. You were one of my primary sources for accurate, breaking news throughout the entire trial.",1005,62,11,18959
joncoopertweets,"January 30, 2024 01:30 AM","To be fair, I’m pretty sure I count 20 vehicles — if you include the bus!",431,23,10,19986
LPMisesCaucus,"March 29, 2024 04:00 PM","On Good Friday, lets recognize that the story of Christ is - at a minimum - the story of a virtuous, peaceful individual put to death by government agents of his time due to the schemes of power-hungry priests and academics, with popular demand from the masses.",435,118,59,34696
LPMisesCaucus,"October 07, 2023 10:15 AM","No entangling alliances. Border wars overseas are not the proper jurisdiction of the US federal government. Stop foreign aid to all countries including #Ukraine, #Taiwan, and #Israel.",216,48,10,7732
LPMisesCaucus,"November 09, 2023 08:48 PM","The regime media uses language to manipulate, not communicate",1829,59,3,28020
LPMisesCaucus,"February 28, 2024 06:45 PM",All gun control is infringement. Those who enforce gun control are gangster thugs. The Branch Davidians were victims defending themselves. #AbolishTheATF,2430,36,42,140392
LPMisesCaucus,"March 05, 2024 07:43 AM",Supporting Israel is against Americas national interests.,520,52,6,10500
LPMisesCaucus,"September 03, 2024 05:54 PM",Quite the headline. Surely its a completely accurate representation and not at all a disingenuous hit piece. /sarc  The regime media is an enemy of the people.,366,19,6,18178
LPMisesCaucus,"November 08, 2023 12:29 PM",The regime media is an enemy of the people.,618,164,33,45320
LPMisesCaucus,"November 11, 2023 10:25 AM","Oh, so were at the ""yes it happened and it was a good thing"" stage, now?  Keep justifying corporatist censorship of dissidents, youre just reinforcing how the regime media is an enemy of the people.",841,120,11,15955
LPMisesCaucus,"October 09, 2023 02:51 AM","""The war to end all wars"" is what WW1 was sold as, and the reality was the disastrous opposite. So too will it be the case here. #NoWar with #Iran",380,89,16,30101
LPMisesCaucus,"October 30, 2023 09:50 PM","The US federal government should not be entangled with either one. No troops, no weapons, no aid.  Also, Israel isnt just ""a land"", its a repressive ethnostate that is currently closer to dragging the US into WW3 than anything else, including Ukraine.",199,22,9,7493
LPMisesCaucus,"October 30, 2023 02:47 PM","Israel is a land with a 4,000 year connection to our faith.   Ukraine is a former Soviet state.   These are not the same thing, and should be considered independently.",336,47,34,13039
LPMisesCaucus,"July 25, 2024 12:51 PM","This is grossly counterproductive. If theres one thing leftist vandals do well, its toxify whatever cause theyre championing. The desire to oppose this gives Zionists plenty of ammo to keep regular people from denouncing the ongoing Israeli slaughter in Gaza.",346,52,19,17445
LPMisesCaucus,"July 24, 2024 08:45 PM",they just desecrated the Freedom Ball in D.C.,221,32,23,12460
RealSpikeCohen,"March 11, 2024 10:19 PM","Here’s the link, but before you contact them, like I say every time: I know youre angry. So am I.   But lets not give government officials the opportunity to play the victim. Theyd love nothing more than to make it about them.  But its not about them, and it’s not about what",1357,298,34,50811
RealSpikeCohen,"February 24, 2024 12:20 AM","The best way to reduce gun violence is to see where it happens:  1. Cities with strict gun laws.  2. ""Gun free"" zones.  So lets ban strict gun laws and ""gun free"" zones.",445,37,7,6860
RealSpikeCohen,"August 17, 2024 04:10 AM",Delete this.  Bullying some random retail worker and trying to get her fired for wearing an article of clothing you dont like is despicable.,3499,156,59,36947
RealSpikeCohen,"November 30, 2023 07:15 AM","The man was walking down the street, neither harming nor threatening anyone.  Rename yourselves @KARENSorg and then delete your account.",235,10,8,8503
RealSpikeCohen,"August 04, 2024 11:47 PM","""There is not a single abolitionist who would not grab a feasible method, or a gradual gain, if it came his way. The difference is that the abolitionist always holds high the banner of his ultimate goal, never hides his basic principles, and wishes to get to his goal as fast as",1188,138,18,20130
RealSpikeCohen,"October 08, 2023 05:58 AM","Absolutely.  And the groups funded in Iraq which later formed ISIS.  And Hussein, and Noriega.  The US government has a long history of creating its next enemies.",305,39,10,11260
RealSpikeCohen,"July 18, 2024 02:34 AM","This is Cheyenne Benthin, with her son Heston.   Heston died one night, the autopsy found it was caused by natural causes, but the @GilbertPolice took Cheyennes daughter from her anyway, and now shes living every parents worst nightmare.   Were going to get her daughter back,",1769,550,77,136106
RealSpikeCohen,"March 05, 2024 01:18 AM","The government helped create the unstable conditions around the world that are causing a surge of people to come here.   The government offers free food, housing, phones and more to anyone who enters, but in most cases doesnt allow them to work.  The government makes it",731,119,23,26119
RealSpikeCohen,"June 16, 2024 08:32 AM","""Oh huh huh I guess that means Israel too!""  Yes. That means Israel too.  You must be new here. Welcome.",470,23,7,7803
RealSpikeCohen,"November 09, 2023 10:07 AM","Haley was governor of my state.   She ran on many promises: reigning in spending, ending the backroom deals in Columbia, signing permitless carry of firearms into law, and many other very good promises.  She did exactly 0% of them.  She then became Trumps chief neocon at the UN.",520,64,20,16912
RealSpikeCohen,"July 02, 2024 03:31 AM","Barack Obama murdered a 16 year old American citizen.  He claimed absolute immunity for it, and the courts dismissed the case against him.  You were Vice President when it happened.  Well anyway you probably dont remember.",10470,1322,215,201772
YATPOfficial,"October 24, 2023 12:28 AM","Last Wednesday, YATP member Henry Lever addressed the Springerville, AZ council on behalf of the Hightower family to demand that the town manager Tim Rasmussen, STOP harrassing their grandfather Joe Wood and allow him to continue to live in his RV on his grandchildrens private",332,41,7,67710
YATPOfficial,"December 21, 2023 12:36 AM","Meet the Williams.  After growing up with four foster brothers, Jennifer was looking forward to following in that tradition with her own home. While dating Jonathon, he was all-in on doing the same.   They have always believed it was their job to not only protect the children in",216,67,9,22505
YATPOfficial,"March 05, 2024 12:05 AM","Joslyn Sanders was expecting to go into court last Wednesday in Denton, TX to hear the news that she would be given her son, Josiah Sanders, back from the state’s care. As we’ve come to expect, the state isn’t wanting to give up their control so easily.  In the courtroom, Texas",346,130,25,58642
YATPOfficial,"February 27, 2024 01:40 AM","This is Joslyn and Josiah Sanders.  Josiah was a healthy baby boy born in May of 2021.  After Joslyn stopped breastfeeding Josiah in March of 2023, he experienced some eating difficulties and had a minor seizure. A visit to the ER revealed Josiah had a mild calcium deficiency. A",582,293,62,93506
YATPOfficial,"September 20, 2024 09:35 PM","Imagine taking your medically fragile child to a pediatrician or hospital just to be accused of abuse and having your child seized by DFCS, the state agency responsible for the safety and well-being of children in the state’s care.  The very same agency that, just a few years",27,14,3,1123
YATPOfficial,"December 08, 2023 12:06 AM","Meet the Hernandez family. Thats Matt and Tuckey smiling with their beautiful young daughters.  Over the past few months, the Georgia state government has ripped this family apart, because one of their daughters has a medical condition that the court refuses to acknowledge.",217,108,9,12945
YATPOfficial,"September 20, 2024 09:36 PM","If you are in the area and would like to show up and support Damani & Shelby during court, the family asks that you wear Pink!  Court hearing is September 23rd and September 24th @ 9:00am  Location: Terry K. Floyd Juvenile Justice/Court Building 303 East 4th Street Woodbine, GA",10,6,2,561
justinamash,"February 01, 2024 06:18 PM","Offensive military operations without congressional authorization—in Syria, Iraq, or elsewhere—are unconstitutional and unlawful. Before ordering acts of war, a president needs the express approval of the people’s representatives in Congress. Any order that disregards this",1351,308,69,72023
justinamash,"June 06, 2024 04:36 PM",Remembering and honoring those who sacrificed everything to liberate people from tyranny 80 years ago today.,633,55,9,30118
justinamash,"January 23, 2024 04:50 PM",End the Patriot Act. End FISA 702. End no-conviction watchlists. End NDAA indefinite detention. End the 2001 AUMF. End the illegal wars.,3742,725,121,108096
justinamash,"February 06, 2024 08:40 PM",President Biden needs to stop demanding that Americans fund other countries’ wars. Congress hasn’t declared war in aid of any other country. Biden wants it both ways: Financing the wars—and urging Americans to support the war efforts—while taking no responsibility for the wars.,2173,443,79,66036
justinamash,"March 12, 2024 12:25 AM",Follow the Constitution. Read the bills. Stop governing by emergency. End the forever war. Stop borrowing trillions. No central bank digital currency. Protect free speech. Repeal Patriot Act/FISA 702. End civil asset forfeiture.  Let’s do it! DONATE here …,2082,437,68,70439
justinamash,"March 01, 2024 03:50 PM",We must prevent adoption of a central bank digital currency but then also take the next step of denationalizing money. Bitcoin is the most promising money innovation in our lifetime. We need a wall of separation between money and state. Click here to help: …,1478,255,79,57220
justinamash,"June 16, 2024 12:46 AM",Prayers for those injured in the shooting at the Rochester Hills splash pad and for their families.,242,20,20,37416
justinamash,"February 17, 2024 06:25 PM",What the U.S. government is doing to Julian Assange puts all journalists at risk and undermines press freedom. He faces prosecution for journalism—for publishing materials exposing war crimes and other horrors in Afghanistan and Iraq. Uphold the 1st Amendment. Free or pardon him.,3224,835,117,142565
justinamash,"May 30, 2024 07:22 PM","I’m the only candidate in this U.S. Senate race who consistently supports and defends the First Amendment—the freedom of religion, speech, press, peaceable assembly, and expression of every kind.",997,151,17,34968
justinamash,"July 29, 2024 06:06 PM","I just received a panicked phone call from a cousin in Gaza. He told me that there has been another IDF strike against Saint Porphyrius Orthodox Church.  These horrific assaults against civilians in Gaza, including Christians like members of my family, must end immediately!",9549,2986,310,459961
justinamash,"July 23, 2024 01:56 AM","One of the most meaningful and emotionally stirring messages I have ever received came to me this past week from a cousin in Gaza.  Despite all the horrors they are going through—the destruction of their lives, the deaths of their family members—he was praying for me.  Praying",1709,252,57,68970
justinamash,"October 23, 2023 05:51 PM","In this video, provided to me by a relative on site, you can see the destruction at Saint Porphyrius Orthodox Church in Gaza. The ancient sanctuary remains standing, but the church annex, which includes offices and meeting spaces for the Christian community, collapsed from an",16296,5449,1170,2638803
justinamash,"July 11, 2024 08:36 PM","Michigan’s Chaldean, Assyrian, and Syriac communities have felt the devastating impact of the forever war policies of Mike Rogers and Elissa Slotkin.  No prevalent ideology in U.S. politics has been more harmful to Christian minorities in Iraq, Syria, Lebanon, and Palestine than",574,139,15,28547
justinamash,"March 30, 2024 08:05 PM",.@RepWalberg’s comments evince an utter indifference to human suffering. The people of Gaza are our fellow human beings—many of them children trapped in horrific circumstances beyond their individual control. For him to suggest that hundreds of thousands of innocent Palestinians,1702,488,69,127500
justinamash,"March 30, 2024 07:08 PM",Video appears to show Tim Walberg calling for nuclear bombs to be dropped on Gaza …,26491,6264,415,1205846
justinamash,"February 13, 2024 07:46 PM",Then Israel can plan and conduct their military operations without our money and assistance. You can’t have it both ways.,12326,2332,416,1617367
LPNational,"January 30, 2024 03:07 AM","War with Iran is unacceptable. Neocons always drench the world in blood, while destroying your money and violating your civil liberties in the process. They can never be trusted.",1129,214,59,29795
LPNational,"December 24, 2023 02:38 PM","What became known as the Christmas Truce showed that, given the choice, people do not want to kill each other. It was a heartwarming occasion for the soldiers, but the governments of both sides feared what this meant for their war propaganda.",227,25,3,7817
LPNational,"December 13, 2023 03:34 PM","Follow the federal money trail in the new $886 billion NDAA bill, and youll find Congress represents Ukraine, Israel, the military industrial complex, the surveillance state, and the banks.  Not regular Americans, who are struggling to make ends meet.",825,243,17,24815
LPNational,"December 24, 2023 02:38 PM","Even today, war-makers in every country demand total dehumanization of the enemy. This is why we must remain focused on dispelling the lies of the war machine.  As Ludwig von Mises taught us just 8 years after the Christmas Truce, ""Peace and not war is the father of all things.""",231,25,8,7332
LPNational,"October 26, 2023 01:48 PM","If you opposed the Patriot Act and invasion of Iraq, they called you anti-American.  If you opposed the lockdowns and vaccine mandates, they called you antiscience.  If you oppose endless funding for Israel, they call you antisemitic.  Ignore their lies and preserve your liberty.",1876,456,40,50370
LPNational,"June 19, 2024 10:10 PM","The military-industrial complex thrives on perpetual war and fear.   Endless conflicts and interventions arent about national security; theyre about profit and power.   The state uses patriotism to mask its true intentions, sacrificing lives and liberties for the benefit of a",264,85,16,10793
LPNational,"October 13, 2023 10:26 PM",Ukraine is not the 51st state.  Taiwan is not the 51st state.  Israel is not the 51st state.  Not one cent should be sent overseas while you struggle to make ends meet in America.,4087,811,190,120015
LPNational,"February 27, 2024 09:10 PM",The US war regime intends for Ukraine to serve the purpose that Afghanistan once did—as the excuse for a long-term money laundering scheme for the banks and military industrial complex.   Thats why $173 billion has been spent there without realistic goals or significant,561,125,38,25534
LPNational,"January 17, 2024 06:03 PM","Today in Davos, Javier Milei told a bunch of WEF elites that socialist schemes arent the solution to societys problems—but instead their root cause. Hes exactly right.",3897,719,94,126619
LPNational,"October 27, 2023 06:14 PM",The neocons and military industrial complex wanted war with Iran in 2001. None of us should be surprised by the new ploy to drag Americans into such a conflict.,312,95,13,18170
LPNational,"November 10, 2023 10:36 PM","America needs a peace President.  The Libertarian Party is dedicated to peace. Actual peace. Not the kind cloaked in the grandiloquence of political doublespeak, nor the fleeting mirage conjured up by the ephemeral gestures of international diplomacy. We are speaking of a peace",818,176,68,108357
LPNational,"December 15, 2023 03:45 PM","This video is from 2019, and our rulers have made the suicide mission more obvious since then. We can only change course by ending their criminal institutions, nullifying their schemes at the local level, and embracing liberty.",615,161,29,23838

|RUN STATISTICS|
"Time Processed: September 25, 2024 07:58 PM",Number of discards: 3,"List of accounts processed: ['RevBlackNetwork', 'TheDemocrats', 'FoxNews', 'politico', 'joncoopertweets', 'LPMisesCaucus', 'RealSpikeCohen', 'YATPOfficial', 'justinamash', 'LPNational']","List of accounts coming in: ['RevBlackNetwork', 'TheDemocrats', 'msnbc', 'FoxNews', 'TheAtlantic', 'aldotcom', 'JudiciaryGOP', 'MSNBC', 'NBCNews', 'politico', 'joncoopertweets', 'HomelandDems', 'HouseJudiciary', 'NPR', 'CNN', 'LPMisesCaucus', 'RealSpikeCohen', 'YATPOfficial', 'justinamash', 'LPNational', 'theintercept']","List of accounts needed to be rerun: ['TheAtlantic', 'HouseJudiciary', 'NPR', 'LPNational', 'theintercept']","List of accounts with parsed but only irrelevant tweets: ['msnbc', 'aldotcom', 'JudiciaryGOP', 'MSNBC', 'NBCNews', 'HomelandDems', 'CNN']"
