Poster,Date,Tweet,No of Likes,No of Retweets,No of Replies,No of Views
PeteButtigieg,"July 06, 2020 03:16 PM","If you ever find yourself attacking NASCAR from the right, you are wrong. 

If you find yourself doing so while leading a country through a combination of national emergencies, you are unfit.

If you are eligible to vote in November 2020, you know what to do.",57799,8740,732,N/A
VP,"October 13, 2020 01:23 PM","I’ll say it again: these hearings are an attempt to jam through a Supreme Court nominee who will take health care away from millions of people during a deadly pandemic that has already killed 215,000 Americans.",35317,8224,1108,N/A
UNC,"July 04, 2020 01:35 PM","|
|
|
|
|
|

Happy Fourth of July, Tar Heels#UNC",743,123,28,N/A
KyleKulinski,"June 03, 2020 10:04 PM",State violence isn't magically on a higher moral plane by virtue of the fact they have uniforms and badges. One has to evaluate the legitimacy of the use of force objectively. Either the law applies to everybody equally or we have a class of unaccountable overlords.,3809,849,60,N/A
krystalball,"October 23, 2020 01:52 AM","Time to bash scary ""socialized medicine."" 63% of Americans support Medicare for All!#Debates2020",3055,503,76,N/A
SocialistMMA,"June 16, 2020 08:58 PM","Trump defeats Biden but Nancy Pelosi, Debbie Wasserman Schultz, Elliott Engel, and Mitch McConnell loses their primary 

(Mitch loses to Booker )

Deal or no deal?",233,128,109,N/A
majorityfm,"July 23, 2020 06:35 PM",We are going to take one more day off tomorrow. We will be back with a live show on Monday. Thanks for your understanding.,8678,235,482,N/A
GunnelsWarren,"December 26, 2020 11:19 PM","Reminder: If you paid $12.99/month for Amazon Prime, you paid more to Amazon than it paid in federal income taxes in the past 3 years combined—after making $30 billion in profits. But Larry Summers thinks a $2,000 check to the working class would ""overheat"" the economy. Pathetic.",6784,1734,53,N/A
DavidAFrench,"July 07, 2020 05:53 AM","Tucker: Accuses a woman who gave part of her body to this country of hating America.

Me: There's more evidence she loves America than evidence you love America, Tucker.

Stupid right: Oh, so she can't be criticized??!?

This is where we are. And it's both stupid and evil.",3368,498,591,N/A
evanasmith,"August 18, 2020 01:29 AM","Nothwithstanding yada yada, 30 minutes in there has been a lot of Texas in this convention#txlege",200,15,10,N/A
TexasTribune,"November 16, 2020 05:57 PM","1/ Four states voted to legalize marijuana in the most recent election. Now, Texas lawmakers are filing a slew of bills to loosen restrictions around the drug. 

Here’s what you need to know.",344,115,15,N/A
PatrickSvitek,"November 04, 2020 06:13 AM","Trump has won Zapata County — just north of the Rio Grande Valley along the border — by 6 points, 53% to 47%, per SOS results.

Last two presidential elections there were Clinton +33 and Obama +43.",7956,2781,451,N/A
HoustonChron,"June 22, 2020 06:57 PM",Hey y'all. This is@JeremySWallacefrom the Austin Bureau for the Chronicle. Gov. Greg Abbott is about to hold a press briefing about COVID-19. I'll be live tweeting during it to keep everyone up to date on what's happening.,189,53,8,N/A
JasmineForUS,"January 12, 2021 06:55 PM","I’ve officially been sworn-in to OUR seat. Dallas, I love y’all and am so proud to represent you in the Texas House. 

The People’s Office is open in E1.412 and my number is (512)463-0586. 

My team of dedicated public servants are ready to assist you and our neighbors",242,27,8,N/A
NebraskaMegan,"January 06, 2021 07:59 PM","Trump needs to be removed and impeached, today.",3031,372,32,N/A
Braves,"September 12, 2020 12:16 AM",OF Ronald Acuña Jr. left tonight’s game after fouling a ball off his left foot. X-Rays revealed no fracture and Acuña Jr. is day-to-day.,3919,692,161,N/A
ACTforAmerica,"January 24, 2021 10:22 PM",RT if Nancy Pelosi should RESIGN!,3598,2864,211,N/A
Marvel,"September 23, 2020 04:13 PM",#FortniteNexusWar,15010,1345,639,N/A
harrisonjaime,"January 20, 2021 04:42 PM",Tears!#InaugurationDay,2376,113,28,N/A
WWE,"October 11, 2020 04:30 PM",#ThankYouNewDay,8221,1147,324,N/A
willainsworthAL,"July 07, 2020 06:33 PM","My thought of the day to combat stupidity. I don’t know anyone personally who has been in the hospital or died from the flu. I do know people who have died and have been In the hospital from Covid-19 . Be smart and wear a mask, practice social distancing, and use common sense.",350,60,28,N/A
GovernorKayIvey,"January 26, 2021 01:15 PM","The people of Fultondale took a hard hit last night — I’m grieved over the loss of life, injuries, homes & damaged businesses. I offer my prayers & deepest sympathies & pledge the full support & resources our state has to offer. I am with you, Fultondale!#alwx#alpolitics",416,112,23,N/A
randallwoodfin,"October 27, 2020 03:30 PM","It’s always been my belief that a goal of every elected official should be to make voting easier, not harder. That's why I'm officially making Election Day a city holiday in Birmingham.#VOTE",2228,556,38,N/A
jeff_poor,"October 23, 2020 03:53 AM","""I hope Joe Biden has his dental records on file so we can at least identify the body after this debate."" --@mattgaetzon ""Hannity""",862,113,12,N/A
SenShelby,"June 04, 2020 07:59 PM","More help is on the way for small businesses in#Alabama& across the nation: The Senate passed changes to improve the historic Paycheck Protection Program – furthering the program’s ability to protect American workers, families, & small businesses.#PPP",4062,722,111,N/A
SenTuberville,"January 05, 2021 10:36 PM","Tomorrow afternoon I will join Senator Ted Cruz in objecting to Electoral College results from Arizona, and I am carefully considering additional states that may require my objection.",56679,10292,8813,N/A
spann,"September 26, 2020 11:41 PM",#hailstate,N/A,320,35,N/A
RonPaul,"October 02, 2020 03:27 PM","America, the federal republic & America, the empire. 

The first was marked by individual liberty, free markets & a foreign policy of non-intervention. 

The latter is marked by dependence on government, dominance of government and politically-connected business, and endless war.",1478,431,33,N/A
RepMikeRogersAL,"December 17, 2020 04:49 PM",This morning I tested positive for COVID-19.  I immediately consulted with the Office of the Attending Physician and am currently self-isolating. I am experiencing mild symptoms but otherwise I am in good spirits and looking forward to getting back to work soon.,318,89,187,N/A
TomFitton,"January 06, 2021 04:24 AM",Vote by mail is a menace to free and fair elections.,14333,2397,307,N/A
VernonForGA,"June 13, 2020 05:28 PM",Why do most Democrats only care about black people during election years?,48278,11573,2543,N/A
AmyKremer,"December 17, 2020 01:40 AM","DO NOT EVER SURRENDER.

Trump won in a landslide.

Biden lost.",36358,6463,1074,N/A
america1stwomen,"January 03, 2021 04:51 AM","Breaking: Mitt Romney, Lisa Murkowski and Pat Toomey all sign up for primary challengers.",10445,2692,818,N/A
BernardKerik,"December 14, 2020 09:49 PM",You know who wasn’t in Antrim MI this morning defending the Dominion machines? DOMINION VOTING SYSTEMS!,29425,5545,323,N/A
RepScottPerry,"November 07, 2020 06:18 PM","Can anyone help us find the Media Declaration Clause in the Constitution? Legal votes will determine who is POTUS, not the news media.@realDonaldTrump",14421,6251,3244,N/A
RepJimBanks,"November 12, 2020 05:26 PM","American voters deserve better. It's past time we fix erroneous & outdated voter rolls.

I'm writing a bill to secure our elections by requiring states match their voter files with the Social Security database, then publish them in a report to Congress! Stay tuned!",3381,830,270,N/A
DougJones,"November 08, 2020 02:08 AM","Everyone, this is such a powerful moment. I can’t express what it feels like to see leadership and hope again. Joe reminds us that is what brings us TOGETHER,  that makes us who we are. 

We are so much stronger than what divides us. This was what America needed to hear tonight.",10603,1107,249,N/A
WarOnDumb,"January 07, 2021 02:51 AM","Resign, Mo Brooks.",914,183,15,N/A
RepTerriSewell,"July 18, 2020 06:17 PM",Honor John's life: Restore the Voting Rights Act and VOTE.,2262,452,90,N/A
bshelburne,"December 02, 2020 01:32 AM","Alabama is still steaming ahead for 3 new privately-owned mega-prisons that the state will lease for $88 million a year. Over 30 years, that's $2.6 billion. Imagine what would happen if we instead invested that in schools. Just dream with me a minute. Would we even need prisons?",23274,4771,504,N/A
JohnArchibald,"January 03, 2021 08:10 PM","Every time you rationalize it, you are complicit in it.",179,31,1,N/A
RepEngland70,"August 05, 2020 10:57 PM","Regarding UA’s renaming of Nott Hall today, my Dad, Judge John Henry England Jr., got to read the resolution. He chairs the University’s renaming committee that will continue this work. His quote from today’s meeting is perfect and perfectly summed up why today was necessary.",430,91,9,N/A
Josh_Moon,"September 11, 2020 07:04 AM","The ""skinny"" COVID relief bill that Democrats voted down on Thurs included exactly $0 in direct payments to American workers and $0 for state/city govts. But did manage to squeeze in $161 BILLION for the coal industry. Y'all thank Doug Jones and Dems for voting against that shit",32370,12689,234,N/A
TabithaK,"December 02, 2020 06:29 PM",Be kind. You never know what someone else is going through.,311,42,5,N/A
