Poster,Date,Tweet,No of Likes,No of Retweets,No of Replies,No of Views
charliekirk11,"October 07, 2023 08:34 PM","JUST IN—Trump comments on Israel attacks LIVE from Iowa:  “The Israeli attack was made because we are being seen as weak and ineffective, and with a really weak leader.”",7673,1648,558,231715
charliekirk11,"October 07, 2023 03:56 PM","Hundreds of Israelis dead and injured. 50+ Israeli hostages. Hamas militias killing innocents in their homes, 2,200 missiles launched in an unprovoked, surprise attack.   MSNBC: ""I couldn’t think of a better gift for Benjamin Netanyahu right now than this kind of incursion. """,7112,3131,1638,752082
charliekirk11,"October 07, 2023 03:35 PM",Biden’s Office of Palestinian Affairs urges Israel NOT to defend itself against Hamas attack—then deletes post,2300,1174,246,149484
charliekirk11,"October 07, 2023 03:49 PM","Israel under attack from Hamas, women and children being brutally murdered in their homes, coordinated rocket attacks with nearly 50 dead and 500 injured (with many more casualties expected)…  And AOC, Rashida Tlaib, and Ilhan Omar are silent.   Color me shocked!",14053,3349,1515,673140
charliekirk11,"October 07, 2023 03:37 PM","How about next time we consider giving $6 billion to the world’s number one state sponsor of terrorism, we don’t.",11764,2137,980,514231
charliekirk11,"October 08, 2023 07:01 AM","AOC tweeted nothing after yesterday’s hideous terror assault by Hamas, but she wasn’t silent.  She liked exactly one tweet: Mehdi Hasan attacking Benjamin Netanyahu for his vow to retaliate against the murderers.  Make no mistake about where AOC’s sympathies lie. She’s telling us herself.",6359,1555,654,984153
charliekirk11,"October 08, 2023 08:39 PM",BREAKING: 260 bodies recovered at site of Israeli music festival attacked by Hamas,1370,616,216,171407
charliekirk11,"October 08, 2023 07:01 AM","AOC tweeted nothing after yesterday’s hideous terror assault by Hamas, but she wasn’t silent.  She liked exactly one tweet: Mehdi Hasan attacking Benjamin Netanyahu for his vow to retaliate against the murderers.  Make no mistake about where AOC’s sympathies lie. She’s telling us",6359,1555,654,984153
charliekirk11,"October 08, 2023 01:53 PM","NEW: Israels security cabinet has voted to go to war for the first time since the Yom Kippur War of 1973.  Prime Minister Netanyahu had already declared that Israel was ""at war"" but according to Netanyahus office, the official vote unlocks ""significant military activities.""",6708,1304,401,636652
charliekirk11,"October 08, 2023 06:58 PM","Notice how the press is using the word “incursion” to describe 600+ dead Israelis, thousands of wounded and dozens of hostages paraded around Gaza.   This wasn’t an incursion. This was step 1 in a planned Jewish genocide.  Never again.",6895,1800,656,291626
charliekirk11,"October 08, 2023 05:05 PM","Thanks to Joe Bidens open border, nearly 400 suspected terrorists have been apprehended at the Southern Border in FY22 + 23.  Around 2 million gotaways means we have no idea how many terrorists made it into America.  When will terror cells launch an attack on America?",5637,1831,1013,157362
charliekirk11,"October 08, 2023 01:48 AM","If Hamas stopped fighting, there would be peace.   If Israel stopped fighting, it would cease to exist.",33460,6771,3381,1980297
charliekirk11,"October 08, 2023 07:44 PM","Hamas uses the EXACT lanugage as BLM. Watch closely—they are funded by some of the same groups, they have many of the same complaint—they even protest together.  What Hamas did to Israel is being watched closely by BLM race arsonists in America.  Playing into victim narratives",20085,6590,2483,3679936
charliekirk11,"October 09, 2023 07:13 PM","The supporters of Hamass gang of rapists and killers say they are seeking ""decolonization."" Maybe they are. But heres the truth:  Colonization has been a net positive to the world.  Colonizers brought superior values, institutions, philosophy, technology, and norms to the rest",2741,516,764,605283
charliekirk11,"October 09, 2023 10:49 PM","Did you know:  The Palestinian Authority has a “pay for slay” policy? The families of terrorists killed in action fighting Israel receive pensions.  Yes, a savage monster can rape women kill children, and after he’s finally put down his family will receive $ for life. In recent",5172,1752,512,944353
charliekirk11,"October 09, 2023 08:48 PM",Okay Democrats.   Were being invaded by millions of military-aged males including hundreds of suspected terrorists from places like Afghanistan and Pakistan.   Will you finally secure the border? Or are the future voters too important?  America is extremely vulnerable. Arm up.,10138,3041,1418,417898
charliekirk11,"October 09, 2023 01:58 AM",It is indefensible and evil what happened to Israel.   It is also weird how many American leaders are more passionate about a foreign country than our own border invasion.   Pay attention.,7728,1463,592,223099
charliekirk11,"October 10, 2023 07:37 PM","The press spent four years screaming that Donald Trump would start a nuclear war. Instead, we got the Abraham Accords, the first presidential visit to North Korea, the end of ISIS, stability in Ukraine, and a planned withdrawal from Afghanistan.  Under Joe Biden, that Afghan withdrawal became a national embarrassment. Israel is in its biggest war in half a century, and Europe is in its biggest war since the defeat of Hitler. Everyone is waiting in fear, wondering “what war will start next?”  Joe Biden’s foreign policy is a calamity.",34275,9499,1305,2333681
