Poster,Date,Tweet,No of Likes,No of Retweets,No of Replies,No of Views
BernardKerik,"October 07, 2023 04:13 PM",YOU FUNDED THIS HAMAS ATTACK ON ISRAEL - $6 BILLION TO IRAN!,1057,311,117,40392
BernardKerik,"October 08, 2023 01:42 PM",BREAKING  It is now being reported that DOZENS of Americans are being held hostage by the Iranian-backed Hamas terrorists in Gaza.  Iran is NOT our friend. This is TERRORISM.  We pray for the safe return of our countrymen & we pray for safety & security of our ally Israel.,5857,2608,880,462500
BernardKerik,"October 08, 2023 12:32 PM","Spokesperson of Izzuddin Al-Qassam Brigades, Abu Obaidah:    “We thank the Islamic Republic of Iran who provided us with weapons, money and other equipment! He gave us missiles to destroy Zionist fortresses, and helped us with standard anti-tank missiles!”",1478,332,49,31293
BernardKerik,"October 08, 2023 01:50 PM","Just in case there was any doubt that Joe Biden provided the $6 billion to fund this attack on Israel, hear it for yourself.",1478,332,49,31295
BernardKerik,"October 09, 2023 01:29 PM","This is what the FBI and DOJ should be looking at, just as in the aftermath of September 11, 2001.  Have they been monitoring the radical Islamic supporters, sympathizers, and funders in the United States.  No, they have not. Why?",1375,699,165,153617
BernardKerik,"October 19, 2023 12:47 AM","Having served in the US military as well as the @IDF, no one knows better than @BrianMastFL, where that Aid is going to go.  what goes to Gaza, goes to Hamas!   Rep. Brian Mast to Newsmax: Dont Send Aid to Gaza, West Bank",8553,2616,1119,219788
BernardKerik,"December 26, 2023 07:43 PM","Turkey is taking its Muslim illegals, putting them into cages, and shipping them back to where they came from. (Many from Syria & Iraq)",2294,1122,72,45913
BernardKerik,"May 06, 2024 05:01 AM","Why isn’t the FBI investigating the individual groups and organizations responsible for funding these domestic terrorists that are attacking Israeli students, and seizing college campuses?  Now, there is a Rico case in the waiting!",1847,685,167,18601
BernardKerik,"August 13, 2024 02:35 AM","It’s amazing to hear @metpoliceuk Commissioner Sir Mark Rowley, and @ThierryBreton threaten @elonmusk in an attempt to suppress President Donald @realDonaldTrump Trump’s interview.  Perhaps they should focus on the tens of thousands of violent radical Muslims and illegals tearing up the streets of the UK and France.  They don’t have the balls to enforce the law in dealing with violence, but all of the sudden, they are all talk in attempting to suppress free speech!",1950,652,57,48861
BernardKerik,"August 13, 2024 02:35 AM","It’s amazing to hear @metpoliceuk Commissioner Sir Mark Rowley, and @ThierryBreton threaten @elonmusk in an attempt to suppress President Donald @realDonaldTrump Trump’s interview.  Perhaps they should focus on the tens of thousands of violent radical Muslims and illegals tearing",1950,652,57,48861
TomFitton,"October 07, 2023 12:39 PM","These devastating attacks on Israelis are deeply alarming and my heart breaks for the victims & their loved ones.  We need an immediate ceasefire & de-escalation.  It is long past time to stop this cycle of violence & trauma, and work toward a just & lasting peace in the region.",1389,708,4241,1868528
TomFitton,"October 07, 2023 11:07 AM",One of the POW’s captured by the PIJ in Gaza,1805,442,257,98984
TomFitton,"October 07, 2023 08:52 PM","Ilhan Omar, anti-Israel extremist, calls for Israel to stop defending itself in a terror war just initiated by Omars allies.",2843,1188,1388,158426
TomFitton,"October 07, 2023 06:53 PM","I condemn the horrific acts we are seeing unfold today in Israel against children, women, the elderly, and the unarmed people who are being slaughtered and taken hostage by Hamas. Such senseless violence will only repeat the back and forth cycle weve seen, which we cannot allow",3904,1613,428,121059
TomFitton,"October 07, 2023 04:20 PM",How many Americans are trapped in Israel?,3166,1020,248,88115
TomFitton,"October 08, 2023 06:09 PM","""It was a massacre,"" he said. ""Ive never seen anything like it in my life. It was a planned ambush. As people came out of the emergency exits, squads of terrorists were waiting for them there and just started picking them off. There were 3,000 people at the event, so they probably knew it. They had intelligence information."" …",12048,4082,593,1427001
TomFitton,"October 08, 2023 07:59 PM","""A U.S. official said the Pentagon was moving a carrier strike group and several Air Force fighter jet squadrons closer to Israel in an intended show of support and deterrent to Iran."" -- @WSJ",1539,402,240,46087
TomFitton,"October 08, 2023 04:35 PM","The Biden administration wants Americans (and the world) to believe that directly providing US tax money  to (or making other money available for) terrorists is ok as long as it for ""humanitarian purposes.""",12048,4083,593,1427002
TomFitton,"October 08, 2023 09:03 PM",BREAKING FROM @WSJ: Iran Helped Plot Attack on Israel Over Several Weeks The Islamic Revolutionary Guard Corps gave the final go-ahead last Monday in Beirut,9335,3461,499,217447
TomFitton,"October 08, 2023 06:33 PM","The Hamas terrorists have significant support among the American Left, including key members of Congress.",1539,402,240,46089
TomFitton,"October 09, 2023 06:46 PM","Here are some of the current Harvard courses on ""decolonization,"" promoting theories of ""anticolonial struggle"" and ""how BIPOC communities forged intersectional solidarities to rebel against global white supremacy.""  In practice, decolonization means Gaza-style violence.",3924,1297,244,1102778
TomFitton,"October 09, 2023 04:45 PM",This video is horrifying. Remember it as the transnational communists and their allies attack Israel for defending itself in coming days.,1212,605,132,87080
TomFitton,"October 10, 2023 09:26 PM","Unsurprisingly, a violent anti-American group supports terrorism. …",1995,611,143,74216
TomFitton,"October 10, 2023 01:47 PM","Harvard leftist leadership is ""heartbroken"" Israel is defending itself against terrorists.",1180,359,119,57721
TomFitton,"October 11, 2023 03:39 AM","Children found ‘butchered’ in Israeli kibbutz, as horror of Hamas’ attack on border communities begins to emerge ""Hamas militants carried out a massacre in Kfar Aza during their attacks over the weekend, in which women, children, toddlers and elderly were brutally butchered in an ISIS way of action, the Israel Defense Forces (IDF) told CNN on Tuesday."" …",1638,603,137,166018
TomFitton,"October 11, 2023 01:59 PM",.@BLMChi announces removal of Tweets supporting terrorism against Jews with another Tweet supporting terrorism against Jews.,1135,245,154,39002
TomFitton,"October 11, 2023 01:21 PM","Yesterday we sent out msgs that we aren’t proud of. We stand with Palestine & the people who will do what they must to live free. Our hearts are with, the grieving mothers, those rescuing babies from rubble, who are in danger of being wiped out completely",3994,1235,542,92396
TomFitton,"October 11, 2023 12:18 PM",American universities are inculcating terrorist supporters.,3994,1235,542,92397
TomFitton,"October 11, 2023 12:47 PM",.@CommunityNotes being used by the Left to protect Biden over his $6 billion ransom for terrorist regime in Iran in exchange for American hostages.,1638,603,137,166020
TomFitton,"October 12, 2023 07:23 PM","The Israel-Gaza war is still in its first week, but some people in the United States and around the world have lost their jobs, or have faced discipline or backlash, for their criticism of Israel.",1232,363,116,85841
TomFitton,"October 13, 2023 01:08 AM",.@AOC rushes to defense of Hamas with smears against Israel.,3024,1525,131,228501
TomFitton,"October 12, 2023 05:10 PM",The United States’ responsibility is to human rights. That means supporting the safety of the Israeli people and preventing the ethnic cleansing of Palestinians.,1480,498,146,85336
TomFitton,"October 13, 2023 09:40 PM",Surprise!  WHO rushing to defense of Hamas!,13440,6719,500,688517
TomFitton,"October 13, 2023 01:12 PM","BREAKING: City Councilmember Inna Vernikov was arrested this morning for criminal posession of a firearm, after carrying her licensed handgun while counterprotesting a pro-Palestine protest. …",6475,2123,294,381501
TomFitton,"October 13, 2023 02:23 AM","Qatar, a key funder of Hamas, funneled money (such as ""speaking fees"") to the Clintons when Hillary was Obamas Secretary of State. Hillary hid this until disclosures from Wikileaks and pressure from @JudicialWatch forced her to admit to tens of millions of previously-hidden",1635,466,45,74533
TomFitton,"October 13, 2023 02:11 PM",The mass expulsion of over 1 million people in a day is ethnic cleansing.  The UN has already said this is “impossible” and will have “devastating humanitarian consequences.”  We have to stop ignoring the thousands of Palestinian lives lost and millions at stake! We must use all x.com/axios/status/1…,2869,535,440,102480
TomFitton,"October 14, 2023 05:51 PM","Ive double-checked. Israel is committing no ""war crimes.""",2006,592,158,89800
TomFitton,"October 14, 2023 06:58 PM","In between efforts to jail its domestic political opponents, will the Biden administration investigate foreign national supporters of terrorism against Israel here in the United States?  Many have outed themselves in demonstrations the past week.",14166,5617,780,729112
TomFitton,"October 17, 2023 12:06 PM","This is the Arava family from Kibbutz Nir Oz. Terrorists broke in, shot the father in his leg, and livestreamed it all on Dikla’s (the mother) Facebook.   They then took 17-year-old Tomer from house to house at gun point, forced him to tell people to open the door in Hebrew, and",1270,485,87,115896
TomFitton,"October 18, 2023 12:45 AM","UN agency ""aid"" get ""stolen"" by Hamas.  ""U.N. sources told Israel’s Walla News that the aid was stolen, and Israel’s military liaison to the Palestinians reports that 24,000 liters of fuel and medical supplies went to Hamas, whose underground bases use diesel generators."" … via @WSJopinion",1139,599,61,96021
TomFitton,"October 18, 2023 06:57 PM",Violent Left shows up to support terrorists.,2373,1077,377,153928
TomFitton,"October 18, 2023 02:30 PM",It is clear Biden administration doesnt want Israel to destroy Hamas.,2613,1039,235,153322
TomFitton,"October 18, 2023 09:39 PM",Did Rashida Tlaib incite this with her pro-terrorist speech beforehand?,1139,599,61,96023
TomFitton,"October 18, 2023 06:54 PM","Pro-Palestinian Protesters Clash with Cops, Try to Climb Barriers Outside White House",2613,1039,235,153323
TomFitton,"October 18, 2023 07:22 PM","Hamas supporters engage in ""insurrection"" on Capitol Hill -- take over House office building.",1269,218,60,51271
TomFitton,"October 18, 2023 12:45 AM","UN agency ""aid"" get ""stolen"" by Hamas.  ""U.N. sources told Israel’s Walla News that the aid was stolen, and Israel’s military liaison to the Palestinians reports that 24,000 liters of fuel and medical supplies went to Hamas, whose underground bases use diesel generators.""",2514,1205,121,77548
TomFitton,"October 18, 2023 02:28 PM","US vetoes Security Council resolution that would have called for “humanitarian pauses” to deliver lifesaving aid to millions in Gaza  Favor: 12 (Albania, Brazil, China, Ecuador, France, Gabon, Ghana, Japan, Malta, Mozambique, Switzerland,UAE) Against: 1 (US) Abstain: 2 Russia, UK",11736,14511,1734,10507841
TomFitton,"October 18, 2023 02:50 PM",The U.S. Gov’t Hired A Pro-Hamas PLO Spokeswoman To Handle Asylum Claims,1758,1410,183,59639
TomFitton,"October 19, 2023 07:58 PM","NEW: The White House admits they accidentally doxxed US Special Forces by posting an uncensored photo of them w/ Biden in Israel.   WH: “As soon as this was brought to our attention, we immediately deleted the photo. We regret the error and any issues this may have caused.”",15058,6804,3251,3682747
TomFitton,"October 20, 2023 08:17 PM","$100 million in ""aid"" for Hamas-controlled Gaza results in two American hostages being released?",1079,285,156,170244
TomFitton,"October 21, 2023 02:12 AM","Why Hamas Atrocities Lead the Left to Hate Israel More  ""When it is forbidden to criticize murderers or the society that created them, all that is left is to defame the victims. The accusation that Israel is committing genocide the week after Hamas’s massacre is entirely",7114,3115,270,290407
TomFitton,"October 22, 2023 07:11 PM",.@JerrySeinfeld and other big Hollywood writers slam notoriously left-wing Writers Guild of America for refusing to condemn Hamas terrorist murders in Israel.,1240,351,67,84416
TomFitton,"October 23, 2023 12:08 PM","I just saw indescribable, raw footage of Hamas’ massacre along with 100 other international journalists, provided by Israeli authorities. Here are the notes I took:   1: Hamas terrorist screaming Allah Akhbah as he frantically tries to behead a dead man with a shovel.",39904,23440,3908,12825238
TomFitton,"October 23, 2023 09:47 PM","Hamas ""Fifth Column"" in the US and media dont want you to read this thread.",10650,4823,254,843144
TomFitton,"October 23, 2023 01:16 PM","Terrorists supporters, unsurprisingly, are also violent.",1411,628,131,56771
TomFitton,"October 23, 2023 02:37 PM","NEW: After Elon trolled the NY Times for their false reporting on the Gaza hospital parking lot explosion, they have issued a retraction and public apology:  “On Oct. 17, The New York Times published news of an explosion at a hospital in Gaza City, leading its coverage with",1894,627,76,89639
TomFitton,"October 24, 2023 07:35 PM",The Hamas terror attack against Israel has exposed a powerful extremist Leftist movement (with many media allies) here in the United States who support the terrorist murders of their political opponents (and their children).,4172,2201,205,203125
TomFitton,"October 25, 2023 06:24 PM",.@RepJeffries introduces @RepMikeJohnson by first comparing Jan 6 disturbance to World War II and 9/11 terrorists attacks.,2861,865,134,115975
TomFitton,"October 25, 2023 03:53 AM",Israel war: Billionaire Ron Lauder to yank UPenn funding over antisemitism concerns,1288,299,319,129994
TomFitton,"October 25, 2023 06:44 PM",NEW: Hamas terrorist movement causing civilian misery in Gaza.,1394,563,71,113746
TomFitton,"October 26, 2023 01:02 PM",The response of the extremist Left to terrorist atrocities against Israel show that many of these individuals want to do to America what Hamas did to Israel.,15271,5422,535,370909
