Poster,Date,Tweet,No of Likes,No of Retweets,No of Replies,No of Views
NBCNews,"December 16, 2023 02:18 PM","LIVE UPDATES: Israel-Hamas war  • Hostages were holding a white cloth when they were killed by Israeli soldiers, the IDF says.  • Protest erupts in Tel Aviv after the IDF admits it mistakenly killed 3 Israeli hostages.",188,108,140,176083
NBCNews,"October 07, 2023 10:29 AM","BREAKING: Prime Minister Netanyahu says Israel is at war, ordering retaliation against Hamas militants who launched an unprecedented attack from the Gaza Strip. …",242,138,154,90038
NBCNews,"May 06, 2024 05:07 PM",BREAKING: NBC NEWS SPECIAL REPORT: Hamas announces it has accepted an Egyptian-Qatari cease-fire proposal.,213,95,37,37221
NBCNews,"October 12, 2023 03:24 PM","ISRAEL-HAMAS WAR LIVE UPDATES:  • 1,300+ Israelis killed. 1,400+ people killed in Gaza  • Israel says ""complete siege"" will not be lifted until Hamas releases hostages  • Israeli military preparing for potential ground assault on Gaza • Gaza hospitals operating without power",180,75,51,179975
NBCNews,"October 10, 2023 01:18 PM","LIVE UPDATES: Israel says it has retaken control of border with Gaza:  • At least 900 dead in Israel, IDF says  • At least 770 dead in Gaza, according to the Gaza Health Ministry  • Hamas says it will not discuss prisoner swap as active battle continues",449,160,84,439195
politico,"January 08, 2024 10:08 PM",Protesters calling for a ceasefire in the Israel-Hamas conflict interrupted President Biden’s campaign speech at a historic South Carolina church.  Chants of “cease-fire now” were eventually drowned out by “four more years” at the campaign event.,198,115,87,183552
politico,"July 19, 2024 12:42 PM","These trauma surgeons thought they’d seen the worst of the worst. But nothing they’d experienced prepared them for the horrors they found in Gaza, as civilians and children suffer under Israel’s bombing campaign.  Two weeks inside a Gaza hospital",10932,7638,188,3877880
politico,"October 21, 2023 04:13 PM",Ramaswamy: Israel should provide post-Gaza invasion plan to assure further U.S. aid,418,95,107,165177
politico,"February 01, 2024 01:51 PM",Biden expected to issue executive order targeting Israeli settlers in West Bank,243,134,76,123729
politico,"November 22, 2023 09:14 PM","The alleged offer is the latest blowback against Rep. Rashida Tlaib, the only Palestinian American in Congress, for her criticism of the Israeli government since its war with Hamas began.",442,109,31,112517
politico,"November 01, 2023 08:10 PM",Biden administration thinks Netanyahu may not last politically,397,213,88,175742
politico,"December 14, 2023 10:02 AM",Kamala Harris pushes W.H. to be more sympathetic toward Palestinians,379,289,187,998708
politico,"October 09, 2023 07:45 PM","Lawrence Summers, Ted Cruz criticize Harvard for student statement blaming Israel",406,78,87,113617
politico,"October 08, 2023 02:04 AM",Centrist GOP effort to reinstate McCarthy picks up steam after Israel attacks,197,83,66,201403
politico,"February 18, 2024 04:39 PM",Lindsey Graham: Time to designate Russia a state sponsor of terrorism,938,267,469,135276
joncoopertweets,"March 13, 2024 01:10 PM","Below is a current list of House members who’ve signed the discharge petition to force a vote on the Senates bipartisan Ukraine-Israel-Taiwan aid bill. 218 signatures are needed.   If your rep isn’t listed, call 202-224-3121 TODAY and urge them to sign!",2020,1203,90,81748
joncoopertweets,"February 03, 2024 09:18 PM",Military aid to Israel and Ukraine should be coupled together. Putin apologist Mike Johnson can go screw himself.,1447,234,50,52193
joncoopertweets,"March 02, 2024 01:56 PM",Putin sacrificed Russia to save himself.  Netanyahu sacrificed Israel to save himself.  Trump is happily sacrificing America to save himself.,19247,5526,909,459018
joncoopertweets,"February 13, 2024 04:19 PM","It’s a fact: @SpeakerJohnson and the House Republican caucus are protecting fentanyl smugglers, child sex traffickers and terrorists.   If they think that will be a winning election message, they’re going to have a very rude awakening when the GOP gets decimated in November.",782,285,36,26292
joncoopertweets,"March 22, 2024 05:21 PM","Here’s a list of House members who’ve signed the discharge petition to force a vote on the Senates bipartisan Ukraine-Israel-Taiwan aid bill. 191 signatures now — 218 are needed.   If your rep isn’t listed, call 202-224-3121 TODAY and urge them to sign!",1001,579,40,39817
joncoopertweets,"May 27, 2024 06:46 PM","Trump — the same guy who wants to pardon J6 insurrectionists — says he’ll deport pro-Palestinian students if he’s elected. “One thing I do is, any student that protests, I throw them out of the country. As soon as they hear that, they’re going to behave.”",666,419,177,48273
CNN,"June 09, 2024 06:05 PM","Benny Gantz resigns from Israels war cabinet, delivering a blow to PM Benjamin Netanyahu who has been celebrating the rescue of hostages held in Gaza",357,160,209,249043
CNN,"May 06, 2024 08:16 PM",Israel says the countrys military operation in Rafah will continue while it sends a delegation to ceasefire mediators,262,96,954,253796
CNN,"November 30, 2023 05:06 AM","The truce between Israel and Hamas has been extended, the IDF confirms, minutes before deal was set to expire",446,136,385,300831
CNN,"March 25, 2024 03:07 PM",The UN Security Council passes a resolution calling for an immediate ceasefire in Gaza after the US abstains,278,105,161,245574
CNN,"October 14, 2023 09:04 AM",Israeli military gives Gazans a six-hour window to evacuate south on specified streets. It is unclear how widely the messaging has been received.,764,233,1410,647225
CNN,"May 28, 2024 01:10 PM","Israeli tanks seen in central Rafah for the first time, witnesses say, despite growing global condemnation of Israels operation",217,95,293,173569
CNN,"October 08, 2023 03:04 AM","While assuring Americans there are no credible threats locally, cities throughout the United States are ramping up security around houses of worship after the large-scale attack by Gaza militants on Israel on Saturday.",613,339,324,2194367
CNN,"October 19, 2023 01:03 AM",New information is emerging about the cause of the devastating Gaza hospital blast. Heres what we know -- and what we dont.,254,138,729,570219
CNN,"November 22, 2023 03:25 AM",Broad terms were settled to free hostages. Israel and the US were on board. Then Hamas went dark. Heres how weeks of painstaking negotiations came through. …,201,178,315,301924
CNN,"November 30, 2023 09:55 PM","Six more hostages held in Gaza have been freed, the IDF says. This marks the seventh round of hostage transfers from Hamas to Israel.",222,80,368,242654
CNN,"October 09, 2023 12:56 PM","At least nine US citizens are among those who have died after Hamas attack on Israel, says a US National Security Council spokesperson",499,183,472,347081
CNN,"October 17, 2023 09:16 PM","Israel denies responsibility for Gaza hospital blast, blaming an Islamic Jihad ""failed rocket launch."" Hundreds are believed to have been killed.",1925,744,3784,2043394
CNN,"January 08, 2024 02:52 PM","About 1 in 100 people in Gaza has been killed since October 7, Palestinian statistics show",480,261,570,330814
CNN,"April 01, 2024 06:03 AM","Israeli military withdraws from Gazas Al-Shifa hospital after 14-day siege, Gaza officials say. Follow live updates.",226,107,302,265110
CNN,"November 03, 2023 02:20 PM","A visibly shaken US secretary of state evoked the brutality of Hamas attack, but also said the US is pressing Israel to minimize civilian casualties",250,111,784,354713
LPMisesCaucus,"October 07, 2023 10:15 AM","No entangling alliances. Border wars overseas are not the proper jurisdiction of the US federal government. Stop foreign aid to all countries including #Ukraine, #Taiwan, and #Israel.",216,48,10,7732
LPMisesCaucus,"March 05, 2024 07:43 AM",Supporting Israel is against Americas national interests.,520,52,6,10500
LPMisesCaucus,"October 30, 2023 09:50 PM","The US federal government should not be entangled with either one. No troops, no weapons, no aid.  Also, Israel isnt just ""a land"", its a repressive ethnostate that is currently closer to dragging the US into WW3 than anything else, including Ukraine.",199,22,9,7493
LPMisesCaucus,"October 30, 2023 02:47 PM","Israel is a land with a 4,000 year connection to our faith.   Ukraine is a former Soviet state.   These are not the same thing, and should be considered independently.",336,47,34,13039
LPMisesCaucus,"July 25, 2024 12:51 PM","This is grossly counterproductive. If theres one thing leftist vandals do well, its toxify whatever cause theyre championing. The desire to oppose this gives Zionists plenty of ammo to keep regular people from denouncing the ongoing Israeli slaughter in Gaza.",346,52,19,17445
RealSpikeCohen,"June 16, 2024 08:32 AM","""Oh huh huh I guess that means Israel too!""  Yes. That means Israel too.  You must be new here. Welcome.",470,23,7,7803
justinamash,"July 29, 2024 06:06 PM","I just received a panicked phone call from a cousin in Gaza. He told me that there has been another IDF strike against Saint Porphyrius Orthodox Church.  These horrific assaults against civilians in Gaza, including Christians like members of my family, must end immediately!",9549,2986,310,459961
justinamash,"July 23, 2024 01:56 AM","One of the most meaningful and emotionally stirring messages I have ever received came to me this past week from a cousin in Gaza.  Despite all the horrors they are going through—the destruction of their lives, the deaths of their family members—he was praying for me.  Praying",1709,252,57,68970
justinamash,"October 23, 2023 05:51 PM","In this video, provided to me by a relative on site, you can see the destruction at Saint Porphyrius Orthodox Church in Gaza. The ancient sanctuary remains standing, but the church annex, which includes offices and meeting spaces for the Christian community, collapsed from an",16296,5449,1170,2638803
justinamash,"July 11, 2024 08:36 PM","Michigan’s Chaldean, Assyrian, and Syriac communities have felt the devastating impact of the forever war policies of Mike Rogers and Elissa Slotkin.  No prevalent ideology in U.S. politics has been more harmful to Christian minorities in Iraq, Syria, Lebanon, and Palestine than",574,139,15,28547
justinamash,"March 30, 2024 08:05 PM",.@RepWalberg’s comments evince an utter indifference to human suffering. The people of Gaza are our fellow human beings—many of them children trapped in horrific circumstances beyond their individual control. For him to suggest that hundreds of thousands of innocent Palestinians,1702,488,69,127500
justinamash,"March 30, 2024 07:08 PM",Video appears to show Tim Walberg calling for nuclear bombs to be dropped on Gaza …,26491,6264,415,1205846
justinamash,"February 13, 2024 07:46 PM",Then Israel can plan and conduct their military operations without our money and assistance. You can’t have it both ways.,12326,2332,416,1617367
LPNational,"December 13, 2023 03:34 PM","Follow the federal money trail in the new $886 billion NDAA bill, and youll find Congress represents Ukraine, Israel, the military industrial complex, the surveillance state, and the banks.  Not regular Americans, who are struggling to make ends meet.",825,243,17,24815
LPNational,"October 26, 2023 01:48 PM","If you opposed the Patriot Act and invasion of Iraq, they called you anti-American.  If you opposed the lockdowns and vaccine mandates, they called you antiscience.  If you oppose endless funding for Israel, they call you antisemitic.  Ignore their lies and preserve your liberty.",1876,456,40,50370
LPNational,"October 13, 2023 10:26 PM",Ukraine is not the 51st state.  Taiwan is not the 51st state.  Israel is not the 51st state.  Not one cent should be sent overseas while you struggle to make ends meet in America.,4087,811,190,120015

|RUN STATISTICS|
"Time Processed: September 28, 2024 10:24 PM",Number of discards: 97,"List of accounts processed: ['RevBlackNetwork', 'TheDemocrats', 'msnbc', 'FoxNews', 'JudiciaryGOP', 'MSNBC', 'NBCNews', 'politico', 'joncoopertweets', 'CNN', 'LPMisesCaucus', 'RealSpikeCohen', 'justinamash']","List of accounts coming in: ['RevBlackNetwork', 'TheDemocrats', 'msnbc', 'FoxNews', 'TheAtlantic', 'aldotcom', 'JudiciaryGOP', 'MSNBC', 'NBCNews', 'politico', 'joncoopertweets', 'HomelandDems', 'HouseJudiciary', 'NPR', 'CNN', 'LPMisesCaucus', 'RealSpikeCohen', 'YATPOfficial', 'justinamash', 'LPNational', 'theintercept']","List of accounts needed to be rerun: ['TheAtlantic', 'HouseJudiciary', 'NPR', 'LPNational', 'theintercept']","List of accounts with parsed but only irrelevant tweets: ['aldotcom', 'HomelandDems', 'YATPOfficial']"
